"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2012', 'Quantity')","('Nov 2012', 'CIF (Baht)')","('Jan - Nov 2012', 'Quantity')","('Jan - Nov 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,0,12000
BR,BRAZIL,0,0,3291,898322
CN,CHINA,0,2500,14705,1392954
FR,FRANCE,20440,1578002,180157,14337658
DE,GERMANY,0,0,21200,5635890
HK,HONG KONG,0,0,0,1600
JP,JAPAN,5610,1163642,110180,15699450
KR,"KOREA,REPUBLIC OF",313005,18741015,1703510,98175005
MY,MALAYSIA,0,0,225,81357
RU,RUSSIAN FEDERATION,0,0,6344,1310139
SG,SINGAPORE,0,0,888,88383
TW,"TAIWAN, PROVINCE OF CHINA",0,0,12915,1133536
GB,UNITED KINGDOM,0,0,5040,583251
US,UNITED STATES,1,857,26751,1938943
SUM,SUM,339056,21486016,2085206,141288488
