"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2021', 'Quantity')","('Apr 2021', 'CIF (Baht)')","('Jan - Apr 2021', 'Quantity')","('Jan - Apr 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1250,69089
AT,AUSTRIA,0,0,45050,2400488
BE,BELGIUM,165245,7489712,824375,34554528
BR,BRAZIL,5448,778551,6810,1052346
CA,CANADA,20400,1964645,40800,3869231
CN,CHINA,57170,3956101,447400,26755650
FR,FRANCE,800,141648,26300,1534822
DE,GERMANY,25555,2373802,178617,13994913
HK,HONG KONG,52,8800,156,26274
IN,INDIA,0,0,127,30770
ID,INDONESIA,17175,1630946,111275,10270633
IT,ITALY,0,0,101750,4796594
JP,JAPAN,913965,66755297,4395514,287863628
KR,"KOREA,REPUBLIC OF",1640075,80758416,8820875,365644518
MY,MALAYSIA,94500,8724825,317970,28467955
MX,MEXICO,0,0,52,36842
NL,NETHERLANDS,74931,4299330,550551,31643014
PH,PHILIPPINES,0,0,13,4817
SA,SAUDI ARABIA,198000,9280574,1389000,54684048
SG,SINGAPORE,3373393,174618561,16840738,767305433
ES,SPAIN,0,0,10450,802537
TW,"TAIWAN, PROVINCE OF CHINA",48025,2091552,179905,8899751
TH,THAILAND,0,0,650,35000
AE,UNITED ARAB EMIRATES,471086,20968865,1976061,78374588
US,UNITED STATES,4855,957890,46991,5979884
VN,VIETNAM,59750,2596953,184750,7177177
SUM,SUM,7170425,389396468,36497430,1736274530
