"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2017', 'Quantity')","('Oct 2017', 'CIF (Baht)')","('Jan - Oct 2017', 'Quantity')","('Jan - Oct 2017', 'CIF (Baht)')"
AU,AUSTRALIA,500,133673,1800,497545
AT,AUSTRIA,120,210827,1578,2065769
BE,BELGIUM,15860,1741378,84010,7474300
BR,BRAZIL,191,67956,2674,970372
CA,CANADA,11,109587,10236,3788191
CN,CHINA,127520,6153171,1316062,65227315
FI,FINLAND,25,15548,25,15548
FR,FRANCE,20215,1156484,353383,24016036
DE,GERMANY,3422,904425,56892,15574642
IN,INDIA,26,9080,209046,12768610
ID,INDONESIA,0,0,69892,6402914
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,46,13011
IT,ITALY,680,81780,6399,838197
JP,JAPAN,373079,42148117,2687660,374617676
KR,"KOREA,REPUBLIC OF",218871,10011381,2263518,124224759
LU,LUXEMBOURG,0,0,20,13769
MY,MALAYSIA,135820,11706199,1598820,138071282
MX,MEXICO,2,1897,2,1897
NL,NETHERLANDS,110000,10022865,976147,87163445
NZ,NEW ZEALAND,0,0,320,251141
NO,NORWAY,0,0,202,104009
PH,PHILIPPINES,0,0,25,31279
SA,SAUDI ARABIA,123750,4981585,4640550,178169564
SG,SINGAPORE,115493,11503865,684554,75405169
ZA,SOUTH AFRICA,0,0,297000,11389329
ES,SPAIN,0,0,53410,4730929
CH,SWITZERLAND,540,313394,2140,1548525
TW,"TAIWAN, PROVINCE OF CHINA",136499,6088982,1047255,53338383
GB,UNITED KINGDOM,30700,3893654,70193,8987625
US,UNITED STATES,82892,11877092,1574677,276250442
VN,VIETNAM,0,0,81021,6676264
SUM,SUM,1496216,123132940,18089557,1480627937
