"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2022', 'Quantity')","('May 2022', 'CIF (Baht)')","('Jan - May 2022', 'Quantity')","('Jan - May 2022', 'CIF (Baht)')"
AU,AUSTRALIA,45000,3907803,133675,11404063
BE,BELGIUM,125002,8378144,376877,23474282
BR,BRAZIL,0,0,11375,1275580
CA,CANADA,0,0,772370,34032379
CN,CHINA,7800,428096,71815,3017857
HK,HONG KONG,0,0,51000,2260666
IN,INDIA,0,0,3000,578063
ID,INDONESIA,28750,2968101,2063975,96850237
IL,ISRAEL,0,0,23,15436
JP,JAPAN,66824,8443464,473577,40368232
KR,"KOREA,REPUBLIC OF",224000,12673222,801750,45181873
KW,KUWAIT,148500,6876054,618750,26554529
MY,MALAYSIA,17500,897651,427897,21891513
NL,NETHERLANDS,74250,5027137,299005,18225699
OM,OMAN,346500,16556262,990000,43087343
PH,PHILIPPINES,0,0,5,706
QA,QATAR,0,0,1224000,52050291
SA,SAUDI ARABIA,3241500,156468723,14929900,669469349
SG,SINGAPORE,647250,36532035,2763475,139236502
TW,"TAIWAN, PROVINCE OF CHINA",0,0,2173,1814852
TH,THAILAND,0,0,105000,4969644
AE,UNITED ARAB EMIRATES,420750,23323173,2598750,129024276
US,UNITED STATES,375923,21560768,2792545,151062977
VN,VIETNAM,1000,69370,3050,199255
SUM,SUM,5770549,304110003,31513987,1516045604
