"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2014', 'Quantity')","('Jul 2014', 'CIF (Baht)')","('Jan - Jul 2014', 'Quantity')","('Jan - Jul 2014', 'CIF (Baht)')"
AU,AUSTRALIA,30000,1766654,400423,24161861
AT,AUSTRIA,0,0,758,1021490
BE,BELGIUM,40000,8298882,42000,8933987
CA,CANADA,0,0,37370,6032942
CN,CHINA,175167,9116207,1240710,74816219
CZ,CZECH REPUBLIC,0,0,17,10782
EC,ECUADOR,0,0,2,2012
FR,FRANCE,24304,2147710,207707,18194878
DE,GERMANY,1508,306661,90641,20072934
HK,HONG KONG,0,0,61,42968
IN,INDIA,62,11621,18753,1593252
ID,INDONESIA,0,0,66051,6729134
IE,IRELAND,0,0,100,39664
IL,ISRAEL,0,0,9800,1016401
IT,ITALY,4480,724800,16722,3527405
JP,JAPAN,127318,32903382,939127,222553706
KR,"KOREA,REPUBLIC OF",115753,8811487,1769859,128505778
MY,MALAYSIA,153700,14003025,987706,88263419
NL,NETHERLANDS,130000,14526694,1012020,115740491
SA,SAUDI ARABIA,472750,24319956,1917500,98078818
SG,SINGAPORE,77200,8615889,684800,84336013
ES,SPAIN,73800,6289827,191750,16151881
CH,SWITZERLAND,0,0,1000,923349
TW,"TAIWAN, PROVINCE OF CHINA",58517,5876559,688415,50110442
TH,THAILAND,0,0,275,1574
TR,TÜRKIYE,0,0,250,108745
AE,UNITED ARAB EMIRATES,0,0,28250,1560046
GB,UNITED KINGDOM,552,130023,552,130023
US,UNITED STATES,69461,7002304,453944,55996297
VN,VIETNAM,9005,1732151,18005,4059665
SUM,SUM,1563577,146583832,10824568,1032716176
