"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2017', 'Quantity')","('Sept 2017', 'CIF (Baht)')","('Jan - Sept 2017', 'Quantity')","('Jan - Sept 2017', 'CIF (Baht)')"
CN,CHINA,0,0,45025,3322100
DE,GERMANY,0,0,1000,56223
IN,INDIA,0,0,20100,397385
JP,JAPAN,0,0,69193,6568941
KR,"KOREA,REPUBLIC OF",0,0,76000,6025850
SA,SAUDI ARABIA,0,0,148500,6048085
SG,SINGAPORE,204000,6957320,377150,15180543
TW,"TAIWAN, PROVINCE OF CHINA",0,0,7650,681922
AE,UNITED ARAB EMIRATES,0,0,134750,5352106
SUM,SUM,204000,6957320,879368,43633155
