"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2012', 'Quantity')","('Aug 2012', 'CIF (Baht)')","('Jan - Aug 2012', 'Quantity')","('Jan - Aug 2012', 'CIF (Baht)')"
AU,AUSTRALIA,99616,4322332,601783,27201331
AT,AUSTRIA,0,0,8000,482849
BD,BANGLADESH,0,0,25,3874
BE,BELGIUM,220926,17032469,1163583,83289739
BR,BRAZIL,0,0,1900,1116196
CA,CANADA,0,0,550,170424
CN,CHINA,1125531,72236559,5780612,402280944
FI,FINLAND,0,0,85250,5310530
FR,FRANCE,0,0,461627,28637983
DE,GERMANY,35465,4611357,268931,32411367
HK,HONG KONG,15773,2403757,55780,7378797
IN,INDIA,0,0,213358,12291936
ID,INDONESIA,14950,1624704,327337,25499273
IL,ISRAEL,12000,1356136,24009,2675358
IT,ITALY,0,0,22431,3029765
JP,JAPAN,774277,89651571,10167473,921764292
KP,KOREA DPR,0,0,200,12654
KR,"KOREA,REPUBLIC OF",2156181,131290993,15037682,873794554
KW,KUWAIT,0,0,123750,5507310
MY,MALAYSIA,281945,25425627,1891968,152125373
NL,NETHERLANDS,148500,13236660,793925,70478823
NZ,NEW ZEALAND,0,0,2750,179616
PH,PHILIPPINES,0,0,306000,12879086
PT,PORTUGAL,0,0,2000,65291
QA,QATAR,0,0,16500,741262
SA,SAUDI ARABIA,3613500,156147549,36894500,1622483215
SG,SINGAPORE,1110494,62083444,6853540,411527902
ZA,SOUTH AFRICA,99000,4165433,445500,20653309
ES,SPAIN,11000,1180061,61900,6690556
SE,SWEDEN,0,0,125,28258
TW,"TAIWAN, PROVINCE OF CHINA",370800,14902145,775270,42786680
TH,THAILAND,0,0,29100,1295255
AE,UNITED ARAB EMIRATES,1196400,46502769,6057777,249842423
GB,UNITED KINGDOM,0,0,300,99534
US,UNITED STATES,322389,21673235,3905527,232187812
VN,VIETNAM,246,150526,721385,33379141
SUM,SUM,11608993,669997327,93102348,5290302712
