"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2021', 'Quantity')","('Nov 2021', 'CIF (Baht)')","('Jan - Nov 2021', 'Quantity')","('Jan - Nov 2021', 'CIF (Baht)')"
AT,AUSTRIA,175,175107,2136,3184863
BD,BANGLADESH,0,0,34,9112
BE,BELGIUM,0,0,74635,7641423
BR,BRAZIL,0,0,5790,2498836
CA,CANADA,0,0,10003,1442793
CN,CHINA,157656,15011424,2681560,175181439
CZ,CZECH REPUBLIC,0,0,2,682
EG,EGYPT,0,0,7,4433
FR,FRANCE,21420,1249403,251351,15083382
DE,GERMANY,39287,10571281,877853,89479920
HK,HONG KONG,0,0,214252,18082071
IN,INDIA,0,23,1589,467233
ID,INDONESIA,1000,310415,26310,2574159
IT,ITALY,0,0,3042,439612
JP,JAPAN,211548,40148568,2046973,345648803
KR,"KOREA,REPUBLIC OF",151300,8732161,3686125,221810888
MY,MALAYSIA,88601,6973087,1187407,93727032
NL,NETHERLANDS,140000,12513190,1227937,110963879
NO,NORWAY,840,365837,1740,735818
SA,SAUDI ARABIA,144000,6330381,1556750,67654057
SG,SINGAPORE,81247,11807036,720282,94022532
ZA,SOUTH AFRICA,0,0,0,185
CH,SWITZERLAND,0,0,430,345942
TW,"TAIWAN, PROVINCE OF CHINA",140,115134,16848,3703952
TH,THAILAND,0,0,45025,2777963
AE,UNITED ARAB EMIRATES,99000,4686134,5024250,225736638
GB,UNITED KINGDOM,0,0,45200,5962050
US,UNITED STATES,65919,8826644,1449453,230311067
VN,VIETNAM,6450,589747,125081,12109397
SUM,SUM,1208583,128405572,21282065,1731600161
