"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2019', 'Quantity')","('Mar 2019', 'CIF (Baht)')","('Jan - Mar 2019', 'Quantity')","('Jan - Mar 2019', 'CIF (Baht)')"
BR,BRAZIL,200,28224,275,35400
CN,CHINA,0,0,7878,53813
DE,GERMANY,0,0,1600,3153787
JP,JAPAN,0,0,334425,3557441
KR,"KOREA,REPUBLIC OF",0,0,14000,535838
MY,MALAYSIA,500,180686,900,368197
PH,PHILIPPINES,0,0,13,2530
SA,SAUDI ARABIA,123750,4281198,371250,13421706
UA,UKRAINE,5,1974,5,1974
US,UNITED STATES,0,0,18000,1377868
SUM,SUM,124455,4492082,748346,22508554
