"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2020', 'Quantity')","('Nov 2020', 'CIF (Baht)')","('Jan - Nov 2020', 'Quantity')","('Jan - Nov 2020', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,406,123335
AT,AUSTRIA,95,149642,1548,2295954
BE,BELGIUM,200,83402,19292,2637977
BZ,BELIZE,0,0,191,65750
BR,BRAZIL,573,218526,4240,1118347
CA,CANADA,13,190026,178,1925097
CN,CHINA,85608,5107699,1593225,91445363
FR,FRANCE,30716,1935707,232091,13595378
DE,GERMANY,30760,6131185,204101,42932425
HK,HONG KONG,110000,8912112,983401,82324320
IN,INDIA,0,0,828,233875
ID,INDONESIA,25,7293,691,382040
IL,ISRAEL,0,0,2060,63418
IT,ITALY,0,0,4140,407530
JP,JAPAN,193499,27144412,1820303,283117629
KR,"KOREA,REPUBLIC OF",187150,9145681,4184415,202727802
LU,LUXEMBOURG,2,1757,417,41591
MY,MALAYSIA,120950,7115769,1048084,64471953
NL,NETHERLANDS,104655,8485466,452296,38908335
NO,NORWAY,0,0,2,358
PH,PHILIPPINES,0,0,1,776
SA,SAUDI ARABIA,495000,16034370,2065660,64439792
SG,SINGAPORE,36672,4973727,445759,47675342
CH,SWITZERLAND,0,0,350,436475
TW,"TAIWAN, PROVINCE OF CHINA",16032,1195030,133475,12799610
TH,THAILAND,0,0,10150,807235
AE,UNITED ARAB EMIRATES,594000,20297853,5494375,179929549
GB,UNITED KINGDOM,0,0,20978,3030350
US,UNITED STATES,73072,9250973,879837,132882841
VN,VIETNAM,0,0,32850,2403960
SUM,SUM,2079022,126380630,19635344,1273224407
