"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2017', 'Quantity')","('Sept 2017', 'CIF (Baht)')","('Jan - Sept 2017', 'Quantity')","('Jan - Sept 2017', 'CIF (Baht)')"
CN,CHINA,25,4698,35348,2459211
DE,GERMANY,100,10118,100,10118
ID,INDONESIA,25,4938,25,4938
JP,JAPAN,29600,2210429,257820,21088608
KR,"KOREA,REPUBLIC OF",0,0,3,2000
MY,MALAYSIA,0,0,88000,4455862
NL,NETHERLANDS,24850,1155828,50850,2433921
SA,SAUDI ARABIA,99000,3886770,1110000,50050208
SG,SINGAPORE,443050,28698820,5174000,343942771
TH,THAILAND,0,0,100,29624
AE,UNITED ARAB EMIRATES,49500,1919884,692900,28154978
US,UNITED STATES,33800,3111105,877278,74353932
SUM,SUM,679950,41002590,8286424,526986171
