"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2016', 'Quantity')","('Nov 2016', 'CIF (Baht)')","('Jan - Nov 2016', 'Quantity')","('Jan - Nov 2016', 'CIF (Baht)')"
AU,AUSTRALIA,500,168969,5841,941800
AT,AUSTRIA,778,203027,1018,390772
BE,BELGIUM,236080,12423091,2315091,115456250
BZ,BELIZE,0,0,60,39660
BR,BRAZIL,0,0,3500,893625
KH,CAMBODIA,0,0,25,3861
CA,CANADA,200,98722,200,98722
CN,CHINA,1674406,80357267,13605869,686031125
CZ,CZECH REPUBLIC,0,0,30,47985
FI,FINLAND,0,0,194116,12085432
FR,FRANCE,5000,492623,214985,11589371
DE,GERMANY,0,0,115046,29697606
HK,HONG KONG,0,0,473,267964
IN,INDIA,573260,20000690,4661224,164193253
ID,INDONESIA,14059,2143250,275222,30900389
IL,ISRAEL,4700,327461,166795,11989754
IT,ITALY,2750,334311,96408,9190158
JP,JAPAN,1225835,92867322,14463957,986418602
KP,KOREA DPR,0,0,153000,5405914
KR,"KOREA,REPUBLIC OF",2658185,120090576,23819657,1110679540
KW,KUWAIT,0,0,50,17832
MY,MALAYSIA,183298,22017425,1321355,163674751
NL,NETHERLANDS,67550,6557988,554803,51050872
NZ,NEW ZEALAND,0,0,740,394111
PH,PHILIPPINES,0,0,104,23921
QA,QATAR,0,0,42000,1748017
SA,SAUDI ARABIA,5388370,196219794,55161967,1951572270
SG,SINGAPORE,1185088,62317224,17763130,904526964
ZA,SOUTH AFRICA,247500,9011858,1386000,50418859
ES,SPAIN,11000,1001117,40100,3074724
SE,SWEDEN,0,0,25000,956625
TW,"TAIWAN, PROVINCE OF CHINA",44078,1957086,614932,28828342
TH,THAILAND,12000,650558,123575,6023270
TR,TÜRKIYE,0,0,1470,195147
UA,UKRAINE,11000,429648,30250,1198898
AE,UNITED ARAB EMIRATES,952875,34302843,4873935,177545837
GB,UNITED KINGDOM,0,0,3003,335470
US,UNITED STATES,113658,9108173,765504,65375225
VN,VIETNAM,230236,9566347,928314,37536744
SUM,SUM,14842406,682647370,143728749,6620819662
