"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2013', 'Quantity')","('Jun 2013', 'CIF (Baht)')","('Jan - Jun 2013', 'Quantity')","('Jan - Jun 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,5500,0,5500
BR,BRAZIL,60,55313,1660,289636
CN,CHINA,11200,969043,14100,1274173
FR,FRANCE,23990,2063193,37181,4428940
DE,GERMANY,0,25586,10313,3100500
IN,INDIA,0,0,15,2451
JP,JAPAN,70319,5168226,242368,20060528
KR,"KOREA,REPUBLIC OF",231680,15416426,1285545,79345755
MY,MALAYSIA,0,0,0,2500
RU,RUSSIAN FEDERATION,0,0,6750,1340706
TW,"TAIWAN, PROVINCE OF CHINA",0,0,0,5800
US,UNITED STATES,0,0,1636,659193
SUM,SUM,337249,23703287,1599568,110515682
