"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2021', 'Quantity')","('Jul 2021', 'CIF (Baht)')","('Jan - Jul 2021', 'Quantity')","('Jan - Jul 2021', 'CIF (Baht)')"
AU,AUSTRALIA,90000,7499289,108350,8733511
BE,BELGIUM,62100,3427159,706850,36912042
BR,BRAZIL,0,0,17875,2071054
CA,CANADA,0,0,1512800,52612676
CN,CHINA,121000,4801203,711082,37050850
DE,GERMANY,0,0,208,81746
ID,INDONESIA,476250,19320049,4402200,163851636
IL,ISRAEL,0,0,18040,1621603
JP,JAPAN,118054,8764196,575849,52531972
KR,"KOREA,REPUBLIC OF",86025,5285121,318294,15689074
KW,KUWAIT,272250,9412307,1732500,59752758
MY,MALAYSIA,247500,9497877,1021986,38167861
OM,OMAN,0,0,200,4970
QA,QATAR,713250,25794149,2600250,95968569
SA,SAUDI ARABIA,3768000,145296912,23307820,831736042
SG,SINGAPORE,636375,28571700,2777775,115079354
TW,"TAIWAN, PROVINCE OF CHINA",500,1049856,1700,3451292
AE,UNITED ARAB EMIRATES,717750,30018899,6850775,261262773
US,UNITED STATES,263815,12853690,3141236,134995483
VN,VIETNAM,0,0,155,22973
SUM,SUM,7572869,311592407,49805945,1911598239
