"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2022', 'Quantity')","('Aug 2022', 'CIF (Baht)')","('Jan - Aug 2022', 'Quantity')","('Jan - Aug 2022', 'CIF (Baht)')"
AU,AUSTRALIA,950,426016,950,426016
AT,AUSTRIA,24950,3476433,63495,8365364
BE,BELGIUM,0,0,7,1097
BN,BRUNEI DARUSSALAM,0,0,1,300
CN,CHINA,938630,57513636,16809058,881914525
DK,DENMARK,0,0,1,1887
FI,FINLAND,0,0,0,400
FR,FRANCE,0,0,3466,613043
DE,GERMANY,18078,2407571,122724,15494739
HK,HONG KONG,13,2733,168,66109
IN,INDIA,76502,2144434,750588,30201945
ID,INDONESIA,33350,3634232,282250,31411505
IT,ITALY,1000,140061,5050,536154
JP,JAPAN,661386,50389491,5790831,417048130
KR,"KOREA,REPUBLIC OF",917200,55178959,8325786,461603744
LV,LATVIA,0,0,1000,118306
LT,LITHUANIA,946,145739,946,145739
MY,MALAYSIA,10000,1498336,799918,61716558
MX,MEXICO,1900,1076236,2055,1370964
NL,NETHERLANDS,0,0,396100,43298869
NZ,NEW ZEALAND,50,72413,3100,376057
OM,OMAN,495000,20454187,2945250,129057414
PH,PHILIPPINES,100,19978,100,19978
SA,SAUDI ARABIA,1594500,73386821,15592465,706785689
SG,SINGAPORE,668900,33587434,4997087,251920141
ZA,SOUTH AFRICA,0,0,24750,1133373
CH,SWITZERLAND,0,0,100,38234
TW,"TAIWAN, PROVINCE OF CHINA",58330,4608472,413472,35764829
TH,THAILAND,0,0,300,42176
AE,UNITED ARAB EMIRATES,915750,39713834,8733251,388511929
GB,UNITED KINGDOM,0,0,33,66166
US,UNITED STATES,3674,788247,59879,16099556
VN,VIETNAM,12225,1137275,1440260,56771375
SUM,SUM,6433434,351802538,67564441,3540922311
