"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2020', 'Quantity')","('Apr 2020', 'CIF (Baht)')","('Jan - Apr 2020', 'Quantity')","('Jan - Apr 2020', 'CIF (Baht)')"
CN,CHINA,25012,1040359,25314,1349007
FR,FRANCE,0,0,3500,644014
HK,HONG KONG,0,0,44,8175
IN,INDIA,0,0,28,5780
IL,ISRAEL,0,0,24000,1546577
JP,JAPAN,26772,3867046,153741,19083214
KR,"KOREA,REPUBLIC OF",22000,1588348,163049,10655820
QA,QATAR,0,0,34000,956612
GB,UNITED KINGDOM,0,0,701,178000
US,UNITED STATES,680,44631,686,49397
SUM,SUM,74464,6540384,405063,34476596
