"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2016', 'Quantity')","('Oct 2016', 'CIF (Baht)')","('Jan - Oct 2016', 'Quantity')","('Jan - Oct 2016', 'CIF (Baht)')"
CN,CHINA,52500,3435642,474200,31480677
IN,INDIA,0,0,100,3904
JP,JAPAN,4000,338927,57300,3435342
KR,"KOREA,REPUBLIC OF",0,0,3975,209748
NL,NETHERLANDS,0,0,78,51774
SA,SAUDI ARABIA,99000,3496220,717750,24492055
SG,SINGAPORE,0,0,559500,19813202
TW,"TAIWAN, PROVINCE OF CHINA",1025,84686,3075,274768
AE,UNITED ARAB EMIRATES,50,1896,50,1896
US,UNITED STATES,0,0,22862,2195947
VN,VIETNAM,0,0,200,9763
SUM,SUM,156575,7357371,1839090,81969076
