"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2023', 'Quantity')","('Mar 2023', 'CIF (Baht)')","('Jan - Mar 2023', 'Quantity')","('Jan - Mar 2023', 'CIF (Baht)')"
AU,AUSTRALIA,1600,159921,1600,159921
AT,AUSTRIA,0,94,0,94
BE,BELGIUM,1500,399955,28750,2687303
BR,BRAZIL,24750,2775930,587325,49634039
CA,CANADA,0,0,43400,493625
CN,CHINA,49761,2513786,103898,6718910
FI,FINLAND,0,0,148500,9850236
FR,FRANCE,0,0,13375,2442452
DE,GERMANY,658255,51457932,1357675,105392377
IN,INDIA,1000,105607,2000,267571
ID,INDONESIA,100601,4110895,152896,6775298
IT,ITALY,3250,619803,21712,4314528
JP,JAPAN,93375,10141799,575006,48607289
KR,"KOREA,REPUBLIC OF",257102,14553414,709952,37305850
KW,KUWAIT,321750,11103722,2202750,77036828
LU,LUXEMBOURG,6250,2025089,23600,7241980
MY,MALAYSIA,7606959,307637597,18384665,727329542
NL,NETHERLANDS,406990,38066125,790715,67402766
NO,NORWAY,71840,7973939,210680,23233027
OM,OMAN,173250,5882487,816852,26791896
QA,QATAR,429197,16323139,2846992,104202992
SA,SAUDI ARABIA,2817030,110070452,8853740,341400939
SG,SINGAPORE,1981500,88114299,4809717,213936924
SE,SWEDEN,0,0,206,50440
CH,SWITZERLAND,0,0,20,32072
TW,"TAIWAN, PROVINCE OF CHINA",20780,1250766,21430,1364164
TH,THAILAND,2350,172258,2356,173895
AE,UNITED ARAB EMIRATES,222750,8789022,519750,19423188
GB,UNITED KINGDOM,3,5165,8,16503
US,UNITED STATES,364968,18311903,776181,43422173
VN,VIETNAM,171000,8596828,457400,22536841
SUM,SUM,15787811,711161927,44463151,1950245663
