"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2019', 'Quantity')","('Sept 2019', 'CIF (Baht)')","('Jan - Sept 2019', 'Quantity')","('Jan - Sept 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,7,6647
AT,AUSTRIA,0,0,842,1173721
BE,BELGIUM,600,182701,37785,6530356
BZ,BELIZE,0,0,382,139002
BR,BRAZIL,382,137978,1910,687960
CA,CANADA,4001,554319,8446,2604339
CN,CHINA,72806,4663965,669841,37344329
CZ,CZECH REPUBLIC,0,0,721,254628
DK,DENMARK,0,0,2,13283
SZ,ESWATINI,0,0,500,98181
FR,FRANCE,3025,407068,209628,13040578
DE,GERMANY,9900,2204578,93434,22374484
HK,HONG KONG,0,0,40101,10308184
IN,INDIA,50,5493,25907,2810197
ID,INDONESIA,0,0,23602,2116912
IL,ISRAEL,0,0,4000,263071
IT,ITALY,380,51159,6470,921567
JP,JAPAN,180815,35721617,1453767,249856647
KR,"KOREA,REPUBLIC OF",397210,20797559,2989267,169083918
MY,MALAYSIA,114600,8079802,977923,77724830
NL,NETHERLANDS,80000,6870749,1012473,85856476
NZ,NEW ZEALAND,0,0,24,21306
NO,NORWAY,360,132050,681,259592
SA,SAUDI ARABIA,173250,5966981,1856399,73404569
SG,SINGAPORE,50,28888,414609,42869057
CH,SWITZERLAND,0,0,1800,1077709
TW,"TAIWAN, PROVINCE OF CHINA",15,2738,346087,26715155
TH,THAILAND,0,0,6150,539059
AE,UNITED ARAB EMIRATES,420750,15903718,3762000,148399075
GB,UNITED KINGDOM,12875,1317304,51875,5548483
US,UNITED STATES,140510,21813453,946208,131736400
VN,VIETNAM,4000,295535,55696,4419718
SUM,SUM,1615579,125137655,14998537,1118199433
