"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2018', 'Quantity')","('Dec 2018', 'CIF (Baht)')","('Jan - Dec 2018', 'Quantity')","('Jan - Dec 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,400,125200
BE,BELGIUM,0,0,30875,2705186
CN,CHINA,0,0,256000,16339977
FI,FINLAND,0,0,50,5678
IT,ITALY,0,0,22275,3880460
JP,JAPAN,0,0,5006,1439531
KR,"KOREA,REPUBLIC OF",42200,2531945,1407504,92315710
MY,MALAYSIA,5000,320050,248200,14557333
NZ,NEW ZEALAND,0,0,1871,1021525
SA,SAUDI ARABIA,0,0,22000,1035847
SG,SINGAPORE,0,0,50,8607
ES,SPAIN,0,0,10800,2795155
SE,SWEDEN,0,0,90000,6948702
AE,UNITED ARAB EMIRATES,0,0,908500,45357510
US,UNITED STATES,9000,996712,1009070,67451549
VN,VIETNAM,0,0,13600,799721
SUM,SUM,56200,3848707,4026201,256787691
