"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2014', 'Quantity')","('Feb 2014', 'CIF (Baht)')","('Jan - Feb 2014', 'Quantity')","('Jan - Feb 2014', 'CIF (Baht)')"
AU,AUSTRALIA,35125,2321473,51975,3434334
BE,BELGIUM,158000,11326156,251250,18088914
BR,BRAZIL,500,75073,500,75073
CN,CHINA,564210,40935726,1356725,99906459
FI,FINLAND,46750,3383709,46750,3383709
FR,FRANCE,24750,2000963,105000,7279468
DE,GERMANY,5600,854501,18450,4325795
IN,INDIA,0,0,39000,1602501
ID,INDONESIA,21175,2595835,31425,4277742
IT,ITALY,0,0,6800,1129027
JP,JAPAN,645403,57831040,1385376,119859340
KP,KOREA DPR,48000,3104611,48000,3104611
KR,"KOREA,REPUBLIC OF",1915977,123827632,3952733,253460071
MY,MALAYSIA,68539,11166826,161836,24224633
MX,MEXICO,0,0,60,83519
NL,NETHERLANDS,99000,9147516,267500,23771776
NZ,NEW ZEALAND,25,23452,25,23452
PT,PORTUGAL,47,31619,47,31619
SA,SAUDI ARABIA,3360330,172772582,7522880,381254434
SG,SINGAPORE,1146597,73287443,2703829,167053500
ES,SPAIN,0,0,11000,1355121
TW,"TAIWAN, PROVINCE OF CHINA",168775,8410782,358575,17388392
TH,THAILAND,0,0,500,34001
AE,UNITED ARAB EMIRATES,11000,598944,159500,8017528
GB,UNITED KINGDOM,2,2338,2,2338
US,UNITED STATES,36820,4186962,45251,5855295
VN,VIETNAM,393,195400,1884,515344
SUM,SUM,8357018,528080583,18526873,1149537996
