"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2015', 'Quantity')","('Mar 2015', 'CIF (Baht)')","('Jan - Mar 2015', 'Quantity')","('Jan - Mar 2015', 'CIF (Baht)')"
CN,CHINA,0,0,6000,357911
DE,GERMANY,0,0,10,6644
HK,HONG KONG,0,0,9,3351
IN,INDIA,0,0,3,610
ID,INDONESIA,0,0,20,726
IL,ISRAEL,0,0,11200,899601
JP,JAPAN,9600,978501,35975,3526588
KR,"KOREA,REPUBLIC OF",53500,2051121,64500,2632477
MY,MALAYSIA,5000,41786,5085,127883
QA,QATAR,51000,1836427,280500,11975603
TW,"TAIWAN, PROVINCE OF CHINA",0,0,2500,392378
GB,UNITED KINGDOM,50,39379,50,39379
US,UNITED STATES,9072,2726300,27270,8392720
SUM,SUM,128222,7673514,433122,28355871
