"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2016', 'Quantity')","('Sept 2016', 'CIF (Baht)')","('Jan - Sept 2016', 'Quantity')","('Jan - Sept 2016', 'CIF (Baht)')"
BE,BELGIUM,24000,2342890,72000,7349502
CN,CHINA,128000,7684346,813500,51754245
HK,HONG KONG,0,0,363049,20401772
IT,ITALY,850,313401,20020,3909469
JP,JAPAN,0,0,780,178383
KR,"KOREA,REPUBLIC OF",214533,14570291,1733196,112414262
MY,MALAYSIA,6875,926652,95875,7202231
SG,SINGAPORE,17690,949135,409400,25318881
SE,SWEDEN,200,12876,115950,10031486
TW,"TAIWAN, PROVINCE OF CHINA",0,0,589,55473
AE,UNITED ARAB EMIRATES,124800,5525071,455000,20727766
GB,UNITED KINGDOM,0,0,12150,1424474
US,UNITED STATES,173162,12297028,400370,36157840
VN,VIETNAM,32000,1781876,264000,15018793
SUM,SUM,722110,46403566,4755879,311944577
