"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2021', 'Quantity')","('Apr 2021', 'CIF (Baht)')","('Jan - Apr 2021', 'Quantity')","('Jan - Apr 2021', 'CIF (Baht)')"
AU,AUSTRALIA,2500,245141,5000,403058
BD,BANGLADESH,0,0,50,1524
BE,BELGIUM,28900,2008946,270913,13528748
BR,BRAZIL,1100,174991,1100,174991
CA,CANADA,0,0,17000,1013731
CN,CHINA,47651,3115351,346003,17476508
FR,FRANCE,0,0,49500,2763935
DE,GERMANY,15,2230,2015,361865
IN,INDIA,3400,4874824,3700,5955686
IT,ITALY,0,0,42850,4265978
JP,JAPAN,317602,22579369,1518965,94502972
KR,"KOREA,REPUBLIC OF",863880,61720861,5742480,371971347
MY,MALAYSIA,17335,1766907,96326,8570737
PT,PORTUGAL,9504,1090849,29376,3306041
QA,QATAR,34000,1466403,34000,1466403
SA,SAUDI ARABIA,49500,3690700,99000,6902841
SG,SINGAPORE,0,0,105550,6064478
ES,SPAIN,0,0,29,13636
TW,"TAIWAN, PROVINCE OF CHINA",1458023,113342748,3755673,278504343
US,UNITED STATES,77500,5155881,275055,16350725
VN,VIETNAM,19725,602732,19725,602732
SUM,SUM,2930635,221837933,12414310,834202279
