"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2022', 'Quantity')","('Apr 2022', 'CIF (Baht)')","('Jan - Apr 2022', 'Quantity')","('Jan - Apr 2022', 'CIF (Baht)')"
AT,AUSTRIA,500,149925,26175,3049128
BN,BRUNEI DARUSSALAM,0,0,1,300
CN,CHINA,2655622,132111106,6497397,338469889
DK,DENMARK,0,0,1,1887
FI,FINLAND,0,0,0,400
FR,FRANCE,0,0,2500,285986
DE,GERMANY,2000,331098,22451,3150482
HK,HONG KONG,0,0,130,47638
IN,INDIA,10,1386,620536,26172544
ID,INDONESIA,40150,3767693,137400,14088266
IT,ITALY,0,0,4000,376742
JP,JAPAN,582668,43642676,2313522,181965916
KR,"KOREA,REPUBLIC OF",1079780,59538661,4860180,257903578
MY,MALAYSIA,282280,18252897,535647,42429932
MX,MEXICO,55,108786,155,294728
NL,NETHERLANDS,100,81888,148600,14325731
NZ,NEW ZEALAND,0,0,3000,230118
OM,OMAN,470250,21425743,1262250,53622949
SA,SAUDI ARABIA,2590320,117141870,7945825,346839096
SG,SINGAPORE,627640,31965073,2243863,110797030
ZA,SOUTH AFRICA,24750,1133373,24750,1133373
CH,SWITZERLAND,0,0,100,38234
TW,"TAIWAN, PROVINCE OF CHINA",50671,3785001,262384,21583823
TH,THAILAND,0,0,0,324
AE,UNITED ARAB EMIRATES,781000,35854612,3317100,143596323
GB,UNITED KINGDOM,0,0,33,66166
US,UNITED STATES,16268,5017014,31569,8541800
VN,VIETNAM,250141,13253898,834652,28306165
SUM,SUM,9454205,487562700,31094221,1597318548
