"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2017', 'Quantity')","('Apr 2017', 'CIF (Baht)')","('Jan - Apr 2017', 'Quantity')","('Jan - Apr 2017', 'CIF (Baht)')"
AU,AUSTRALIA,17880,314558,18880,446987
AT,AUSTRIA,500,154942,1760,561480
BE,BELGIUM,32750,2575857,143775,12312299
BR,BRAZIL,300,64633,300,64633
CA,CANADA,0,0,1660,529406
CN,CHINA,430004,20023395,1908686,83617105
FR,FRANCE,33025,2773227,57807,5331574
DE,GERMANY,16380,1507832,55661,5670151
HK,HONG KONG,0,9130,0,11290
IN,INDIA,2000,373629,112240,5319472
ID,INDONESIA,0,0,440,20954
IT,ITALY,5000,1351851,10450,3389721
JP,JAPAN,281805,34360191,1055067,135454559
KR,"KOREA,REPUBLIC OF",345150,16030522,1187402,58965352
MY,MALAYSIA,20375,1214668,221235,13320022
NL,NETHERLANDS,0,0,45,61494
NZ,NEW ZEALAND,0,0,250,17740
QA,QATAR,484500,20936101,1708550,71504662
SA,SAUDI ARABIA,46400,2077678,676975,30250545
SG,SINGAPORE,1861750,92567169,8559859,421840714
ZA,SOUTH AFRICA,0,16076,0,16076
ES,SPAIN,0,0,42075,3638468
CH,SWITZERLAND,0,0,3,11675
TW,"TAIWAN, PROVINCE OF CHINA",4005,212004,205091,13109429
TH,THAILAND,0,0,6100,527274
UA,UKRAINE,0,0,24400,1118207
AE,UNITED ARAB EMIRATES,321750,14298518,814510,34776242
GB,UNITED KINGDOM,0,0,6300,1700477
US,UNITED STATES,157839,22737463,993565,128102120
VN,VIETNAM,0,0,146,28977
SUM,SUM,4061413,233599444,17813232,1031719105
