"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2017', 'Quantity')","('Sept 2017', 'CIF (Baht)')","('Jan - Sept 2017', 'Quantity')","('Jan - Sept 2017', 'CIF (Baht)')"
CN,CHINA,89,18556,640,73922
FR,FRANCE,1500,312936,5899,1353764
DE,GERMANY,0,0,4,2232
HK,HONG KONG,0,0,75,16750
IT,ITALY,0,0,19900,1430339
JP,JAPAN,13781,2242935,193683,31182321
KR,"KOREA,REPUBLIC OF",279000,14426707,648850,36292360
MY,MALAYSIA,5000,454726,42485,2273544
MX,MEXICO,250,69723,250,69723
QA,QATAR,17000,688059,135500,6022053
ES,SPAIN,0,0,50,20351
CH,SWITZERLAND,0,0,0,4375
TW,"TAIWAN, PROVINCE OF CHINA",230,38309,244,48638
GB,UNITED KINGDOM,0,0,225,30017
SUM,SUM,316850,18251951,1047805,78820389
