"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2012', 'Quantity')","('Sept 2012', 'CIF (Baht)')","('Jan - Sept 2012', 'Quantity')","('Jan - Sept 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,48750,2632304
BE,BELGIUM,53000,4538388,114025,16507985
BR,BRAZIL,0,0,2724,1003048
CA,CANADA,8000,788239,16000,2105999
CN,CHINA,3000,227833,383630,34970452
FR,FRANCE,25,5852,14200,1781325
DE,GERMANY,50,56270,193573,14839353
HK,HONG KONG,2040,1734278,7684,2381510
IN,INDIA,0,0,775,147189
ID,INDONESIA,11300,1240002,76810,8231076
IT,ITALY,0,0,242800,16851215
JP,JAPAN,1301324,93713777,11351729,855652527
KR,"KOREA,REPUBLIC OF",904600,48454316,9990215,547598038
MY,MALAYSIA,118500,5746655,1117699,54519567
NL,NETHERLANDS,159500,10978642,1247125,89121864
SA,SAUDI ARABIA,173250,7804348,2539850,115610865
SG,SINGAPORE,5067800,254229910,39410280,2023074667
CH,SWITZERLAND,0,0,3,12773
TW,"TAIWAN, PROVINCE OF CHINA",348650,20021465,2716950,154066320
TR,TÜRKIYE,400,84179,675,155322
AE,UNITED ARAB EMIRATES,0,0,2277000,96648311
GB,UNITED KINGDOM,15400,1849323,35031,4818714
US,UNITED STATES,28500,3191718,726858,56144337
VN,VIETNAM,12021,1141862,23021,2192389
SUM,SUM,8207360,455807057,72537407,4101067150
