"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2014', 'Quantity')","('Mar 2014', 'CIF (Baht)')","('Jan - Mar 2014', 'Quantity')","('Jan - Mar 2014', 'CIF (Baht)')"
AT,AUSTRIA,175,11711,175,11711
BE,BELGIUM,60500,4016325,85250,5584470
CN,CHINA,39395,1173396,105045,7725937
DK,DENMARK,0,0,0,1128
FI,FINLAND,0,0,222525,14626122
DE,GERMANY,118940,9483900,377327,32734919
IN,INDIA,49500,2551429,104000,5385262
ID,INDONESIA,4000,1644188,7925,2970652
IT,ITALY,0,0,60,60304
JP,JAPAN,380685,34374437,1054771,93065199
KR,"KOREA,REPUBLIC OF",363000,23111342,804200,49764615
KW,KUWAIT,396000,20210894,1188000,60215979
MY,MALAYSIA,2813746,159473884,8690984,493648475
NL,NETHERLANDS,274570,23029491,599215,49220030
NZ,NEW ZEALAND,80050,2139256,144050,3857247
QA,QATAR,459000,25101187,2065500,112558327
SA,SAUDI ARABIA,2756250,146745600,7825900,418296334
SG,SINGAPORE,2122760,124867301,6269221,365341688
ES,SPAIN,164000,18156348,534000,60094889
CH,SWITZERLAND,22920,5362877,23425,5491300
TW,"TAIWAN, PROVINCE OF CHINA",0,0,17102,1175032
GB,UNITED KINGDOM,0,0,40000,2666930
US,UNITED STATES,274804,18454580,998200,67660351
VN,VIETNAM,4520,696260,10520,1533312
SUM,SUM,10384815,620604406,31167395,1853690213
