"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2016', 'Quantity')","('Dec 2016', 'CIF (Baht)')","('Jan - Dec 2016', 'Quantity')","('Jan - Dec 2016', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,60599,5849988
AT,AUSTRIA,0,0,667,47042
BE,BELGIUM,74250,3789400,506599,25063929
CN,CHINA,0,0,824000,61997282
FI,FINLAND,0,0,1375,100980
FR,FRANCE,0,0,1750,265991
DE,GERMANY,0,0,40,27679
ID,INDONESIA,51025,3422432,747175,53133962
IL,ISRAEL,0,0,13280,1020979
JP,JAPAN,303670,18580057,6205749,340994424
KR,"KOREA,REPUBLIC OF",93600,4448028,671200,31584934
KW,KUWAIT,173250,7234310,2054250,82839375
MY,MALAYSIA,992300,45186322,10088809,437542438
NL,NETHERLANDS,114250,5701652,1275750,61922611
PH,PHILIPPINES,0,0,17000,729244
QA,QATAR,331500,13887777,3697600,149171502
SA,SAUDI ARABIA,2648250,113110148,34167551,1408739970
SG,SINGAPORE,123750,5648396,3290484,147370790
ZA,SOUTH AFRICA,0,0,24750,1009009
ES,SPAIN,0,0,423500,19597489
TH,THAILAND,0,0,17622,984871
AE,UNITED ARAB EMIRATES,1262100,53636462,12207325,505809724
GB,UNITED KINGDOM,0,0,5,2851
US,UNITED STATES,177000,10189877,2013836,124754645
SUM,SUM,6344945,284834861,78310916,3460561709
