"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2015', 'Quantity')","('Dec 2015', 'CIF (Baht)')","('Jan - Dec 2015', 'Quantity')","('Jan - Dec 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,146718,13442070
AT,AUSTRIA,8750,381120,8975,402787
BD,BANGLADESH,0,0,20,5953
BE,BELGIUM,126000,6258883,1943036,108229532
BR,BRAZIL,0,0,180,37834
CN,CHINA,991724,49035286,8415631,508810671
FI,FINLAND,23375,1486628,286000,19806973
FR,FRANCE,15000,1002709,283189,16822136
DE,GERMANY,20440,6038530,154298,39508021
HU,HUNGARY,0,0,36,17129
IN,INDIA,203,38612,175075,7399637
ID,INDONESIA,22705,2682134,349694,34549113
IL,ISRAEL,0,0,86426,7662662
IT,ITALY,1000,92306,278035,18172392
JP,JAPAN,969823,65580033,15334667,1031550185
KP,KOREA DPR,0,0,78200,4231464
KR,"KOREA,REPUBLIC OF",748675,40143774,19423075,1048801513
KW,KUWAIT,0,0,24750,1122962
LU,LUXEMBOURG,0,0,9625,696724
MY,MALAYSIA,405004,26045833,1807036,172417160
MA,MOROCCO,0,0,130,70395
NL,NETHERLANDS,19000,1794453,1165150,89792706
NZ,NEW ZEALAND,100,32442,438,361922
PK,PAKISTAN,0,0,0,136
PH,PHILIPPINES,0,0,624005,24448619
RU,RUSSIAN FEDERATION,50,25564,198050,8284968
SA,SAUDI ARABIA,7994020,294508823,41639265,1607733034
SG,SINGAPORE,1279317,71196477,19014879,1064256881
SK,SLOVAKIA,0,0,36750,2276615
ZA,SOUTH AFRICA,0,0,99000,4090663
ES,SPAIN,0,0,155375,7371170
CH,SWITZERLAND,75,88890,77,89630
TW,"TAIWAN, PROVINCE OF CHINA",58100,2225447,1619997,67860639
TH,THAILAND,0,0,699910,32484378
TR,TÜRKIYE,0,0,1221,171914
AE,UNITED ARAB EMIRATES,560025,19738311,3349750,125962089
GB,UNITED KINGDOM,0,0,20163,2499612
US,UNITED STATES,84021,4938426,3120630,165620765
VN,VIETNAM,348,183404,237559,15535781
SUM,SUM,13327755,593518085,120787015,6252598835
