"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2014', 'Quantity')","('Apr 2014', 'CIF (Baht)')","('Jan - Apr 2014', 'Quantity')","('Jan - Apr 2014', 'CIF (Baht)')"
AU,AUSTRALIA,50,21560,50,21560
BE,BELGIUM,17875,1026136,43225,2558216
BR,BRAZIL,0,0,100,6524
CN,CHINA,23200,1758718,46450,3581311
DE,GERMANY,0,0,2750,305561
ID,INDONESIA,18625,1748739,97820,9133640
JP,JAPAN,14325,3178955,1112235,75042129
KR,"KOREA,REPUBLIC OF",0,0,22400,1373811
KW,KUWAIT,123750,6060492,495000,24870195
MY,MALAYSIA,1453200,79500133,4595800,255487547
NL,NETHERLANDS,40000,2428336,60000,3649236
QA,QATAR,153000,7592217,280500,13950758
SA,SAUDI ARABIA,2252250,113182585,8208300,417442549
SG,SINGAPORE,183500,9712792,723750,39463178
AE,UNITED ARAB EMIRATES,123750,6569966,1409225,75619384
US,UNITED STATES,37466,3348086,498459,35852936
SUM,SUM,4440991,236128715,17596064,958358535
