"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2014', 'Quantity')","('Aug 2014', 'CIF (Baht)')","('Jan - Aug 2014', 'Quantity')","('Jan - Aug 2014', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,150,49408
AT,AUSTRIA,0,0,371250,19075694
BE,BELGIUM,24750,1461082,310375,18313295
BR,BRAZIL,0,0,200,58427
CA,CANADA,35750,2071631,46750,2719215
CN,CHINA,44000,3454366,201750,15884603
DE,GERMANY,0,0,2750,305561
ID,INDONESIA,17025,1537880,185970,17221265
IL,ISRAEL,0,0,100,3263
JP,JAPAN,1009040,62930134,3288735,213754853
KR,"KOREA,REPUBLIC OF",0,0,22400,1373811
KW,KUWAIT,247500,12506549,990000,49809283
MY,MALAYSIA,585375,31096036,8486575,464248630
MX,MEXICO,0,0,200,305765
NL,NETHERLANDS,24750,1455085,164750,9900041
QA,QATAR,204000,10242978,1351500,67815173
SA,SAUDI ARABIA,2970000,153591510,17893100,915024909
SG,SINGAPORE,190750,10635380,1722000,94146175
AE,UNITED ARAB EMIRATES,370950,19764267,2720675,144748651
GB,UNITED KINGDOM,0,1967,0,1967
US,UNITED STATES,118561,7562357,1069517,77598479
SUM,SUM,5842451,318311222,38828747,2112358468
