"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2016', 'Quantity')","('Aug 2016', 'CIF (Baht)')","('Jan - Aug 2016', 'Quantity')","('Jan - Aug 2016', 'CIF (Baht)')"
CN,CHINA,0,0,4196,293702
FR,FRANCE,0,0,3,1460
DE,GERMANY,0,0,5525,162429
JP,JAPAN,1100,199159,7075,1129037
MY,MALAYSIA,237000,10047206,1137600,47737441
PH,PHILIPPINES,0,0,3,1335
SA,SAUDI ARABIA,123750,5005173,891000,37432952
SG,SINGAPORE,24750,1079760,74250,3050041
ES,SPAIN,74250,3134787,396000,17021105
TW,"TAIWAN, PROVINCE OF CHINA",4,18571,502,424675
US,UNITED STATES,0,0,99,33029
SUM,SUM,460854,19484656,2516253,107287206
