"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2022', 'Quantity')","('Oct 2022', 'CIF (Baht)')","('Jan - Oct 2022', 'Quantity')","('Jan - Oct 2022', 'CIF (Baht)')"
CN,CHINA,0,0,114200,5581539
ID,INDONESIA,0,0,850,340190
IT,ITALY,2750,522911,37127,6908051
JP,JAPAN,0,0,41300,3163528
KR,"KOREA,REPUBLIC OF",45500,2001130,52525,2481384
OM,OMAN,1000,29972,1000,29972
SG,SINGAPORE,180000,7640376,1695000,76992735
AE,UNITED ARAB EMIRATES,0,0,190300,10020713
US,UNITED STATES,0,0,1299223,115114613
SUM,SUM,229250,10194389,3431525,220632725
