"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2013', 'Quantity')","('Jul 2013', 'CIF (Baht)')","('Jan - Jul 2013', 'Quantity')","('Jan - Jul 2013', 'CIF (Baht)')"
AU,AUSTRALIA,494,70061,103977,4932648
AT,AUSTRIA,0,0,3,2512
BE,BELGIUM,204300,13509519,785025,51195813
CN,CHINA,1053053,71149817,7641282,497715634
CO,COLOMBIA,86968,1300303,86968,1300303
CZ,CZECH REPUBLIC,23375,1593647,23375,1593647
FI,FINLAND,0,0,89375,5658163
FR,FRANCE,72875,4587117,575822,34278373
DE,GERMANY,22910,6408254,196120,33169388
HK,HONG KONG,0,0,16864,986804
IN,INDIA,1300,84200,26750,1491709
ID,INDONESIA,16250,1912150,99654,13212480
IL,ISRAEL,0,0,17500,1695506
IT,ITALY,6200,900712,7000,1001319
JP,JAPAN,739581,72055151,6566317,538815872
KP,KOREA DPR,0,0,48000,2572900
KR,"KOREA,REPUBLIC OF",2196024,130162526,17080990,956714763
KW,KUWAIT,0,0,49500,2107363
MY,MALAYSIA,57941,8342104,673639,83343377
MX,MEXICO,0,0,45,14428
NL,NETHERLANDS,49500,4301312,563800,47742200
NZ,NEW ZEALAND,0,0,8750,564857
PT,PORTUGAL,0,0,1200,90980
SA,SAUDI ARABIA,3886450,173893998,25836170,1149184258
SG,SINGAPORE,1983937,103883506,10765046,567471166
ES,SPAIN,11000,1252688,68750,7576193
CH,SWITZERLAND,0,0,101,474851
TW,"TAIWAN, PROVINCE OF CHINA",327075,14093255,1484140,73660865
TH,THAILAND,0,0,162,26609
TR,TÜRKIYE,6500,741883,6525,752178
AE,UNITED ARAB EMIRATES,24750,1144456,511880,22694145
GB,UNITED KINGDOM,0,0,600,96215
US,UNITED STATES,542425,26569794,2298336,121252210
VN,VIETNAM,1303,377328,11912,2411776
SUM,SUM,11314211,638333781,75645578,4225801505
