"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'CIF (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'CIF (Baht)')"
AT,AUSTRIA,0,0,10395,755405
BE,BELGIUM,53621,3030209,336787,16045015
BR,BRAZIL,0,0,49500,1660797
CN,CHINA,866335,43735980,2702072,165584351
FI,FINLAND,0,0,116875,6844015
DE,GERMANY,1001,72547,88756,5544906
HK,HONG KONG,0,0,10,2880
HU,HUNGARY,0,0,2750,198459
IN,INDIA,1,96,4001,405421
ID,INDONESIA,50000,3543928,122042,9357077
IL,ISRAEL,36000,3638361,108020,8521794
JP,JAPAN,505742,32837129,2570760,156580179
KR,"KOREA,REPUBLIC OF",909375,44725326,7392840,318511166
MY,MALAYSIA,42094,3826893,402199,29802031
OM,OMAN,866250,34653994,1559250,58853613
SA,SAUDI ARABIA,1314250,56859784,12136750,478407224
SG,SINGAPORE,996250,47890023,4771363,222628567
ZA,SOUTH AFRICA,49500,2278204,76509,3686874
ES,SPAIN,0,0,37525,3088528
TW,"TAIWAN, PROVINCE OF CHINA",148500,8269689,720225,38402983
TH,THAILAND,0,0,403650,17747949
AE,UNITED ARAB EMIRATES,446875,19213677,892875,38485818
GB,UNITED KINGDOM,0,0,100,25407
US,UNITED STATES,812140,38053518,1420714,65748039
VN,VIETNAM,521251,22283388,702801,30033171
SUM,SUM,7619185,364912746,36628769,1676921669
