"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2015', 'Quantity')","('Oct 2015', 'CIF (Baht)')","('Jan - Oct 2015', 'Quantity')","('Jan - Oct 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,80,47354
AT,AUSTRIA,0,0,4481,1778773
BE,BELGIUM,4625,602977,346904,31539127
CA,CANADA,0,0,19275,4643610
CN,CHINA,409542,20090562,3816167,177637185
DK,DENMARK,0,2288,30,18069
FO,FAROE ISLANDS,0,0,15,3334
FR,FRANCE,1500,268776,59798,5786025
DE,GERMANY,3096,554280,561491,40143754
HK,HONG KONG,6,18965,637,69378
IN,INDIA,1766,269586,87066,7998927
ID,INDONESIA,0,0,22,5374
IL,ISRAEL,0,0,0,1718
IT,ITALY,1500,619388,12525,3892965
JP,JAPAN,412816,49005429,3658382,385220997
KP,KOREA DPR,0,0,14000,716785
KR,"KOREA,REPUBLIC OF",194846,10220382,1794157,99239406
MY,MALAYSIA,83307,4513746,245977,14436678
NL,NETHERLANDS,0,0,22,23054
NZ,NEW ZEALAND,0,0,2500,602720
QA,QATAR,688500,30949411,4133000,189819999
SA,SAUDI ARABIA,71100,3184914,2063150,89952389
SG,SINGAPORE,2114846,118501899,19869967,1087955644
ES,SPAIN,0,0,77900,5221679
CH,SWITZERLAND,0,0,1267,176137
TW,"TAIWAN, PROVINCE OF CHINA",259925,14521436,1408452,80486437
TH,THAILAND,0,0,25862,789464
TR,TÜRKIYE,0,0,65,30414
AE,UNITED ARAB EMIRATES,567875,23571317,4368481,183512416
GB,UNITED KINGDOM,1025,271038,14889,2247946
US,UNITED STATES,1256293,84888753,13156186,1052933813
VN,VIETNAM,0,0,59843,3651789
SUM,SUM,6072568,362055147,55802591,3470583360
