"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2015', 'Quantity')","('Nov 2015', 'CIF (Baht)')","('Jan - Nov 2015', 'Quantity')","('Jan - Nov 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,80,47354
AT,AUSTRIA,225,90432,4706,1869205
BE,BELGIUM,45000,3925051,391904,35464178
CA,CANADA,2000,625597,21275,5269207
CN,CHINA,575719,29049372,4391886,206686557
DK,DENMARK,0,0,30,18069
FO,FAROE ISLANDS,0,0,15,3334
FR,FRANCE,0,0,59798,5786025
DE,GERMANY,255012,17562881,816503,57706635
HK,HONG KONG,28,30987,665,100365
IN,INDIA,12450,1604295,99516,9603222
ID,INDONESIA,440,10643,462,16017
IL,ISRAEL,0,0,0,1718
IT,ITALY,0,0,12525,3892965
JP,JAPAN,465959,51364082,4124341,436585079
KP,KOREA DPR,0,0,14000,716785
KR,"KOREA,REPUBLIC OF",87572,5566804,1881729,104806210
MY,MALAYSIA,98525,5222708,344502,19659386
NL,NETHERLANDS,0,0,22,23054
NZ,NEW ZEALAND,0,0,2500,602720
QA,QATAR,433500,17937243,4566500,207757242
SA,SAUDI ARABIA,67950,3120818,2131100,93073207
SG,SINGAPORE,2319300,125734150,22189267,1213689794
ES,SPAIN,0,0,77900,5221679
CH,SWITZERLAND,0,0,1267,176137
TW,"TAIWAN, PROVINCE OF CHINA",132025,7312575,1540477,87799012
TH,THAILAND,51,12217,25913,801681
TR,TÜRKIYE,0,0,65,30414
UA,UKRAINE,24700,1196266,24700,1196266
AE,UNITED ARAB EMIRATES,431750,17993596,4800231,201506012
GB,UNITED KINGDOM,500,130216,15389,2378162
US,UNITED STATES,692309,61559204,13848495,1114493017
VN,VIETNAM,1760,151746,61603,3803535
SUM,SUM,5646775,350200883,61449366,3820784243
