"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2017', 'Quantity')","('Oct 2017', 'CIF (Baht)')","('Jan - Oct 2017', 'Quantity')","('Jan - Oct 2017', 'CIF (Baht)')"
BE,BELGIUM,0,0,24000,2318904
CN,CHINA,0,0,406072,24325280
FR,FRANCE,1100,175571,1100,175571
DE,GERMANY,0,0,12005,1237929
HK,HONG KONG,0,0,12746,615509
IT,ITALY,0,0,17875,2977098
JP,JAPAN,60025,6415595,376660,42428603
KR,"KOREA,REPUBLIC OF",0,0,125200,7858305
SG,SINGAPORE,275,15793,84950,5766132
SE,SWEDEN,0,0,40600,4118292
AE,UNITED ARAB EMIRATES,0,0,52000,2440849
GB,UNITED KINGDOM,0,0,12,39104
US,UNITED STATES,6,6102,89149,5941902
VN,VIETNAM,0,0,11000,606859
SUM,SUM,61406,6613061,1253369,100850337
