"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2018', 'Quantity')","('May 2018', 'CIF (Baht)')","('Jan - May 2018', 'Quantity')","('Jan - May 2018', 'CIF (Baht)')"
BE,BELGIUM,0,0,14400,655409
CN,CHINA,200,51906,30220,2430010
FR,FRANCE,3325,538511,12150,2788875
DE,GERMANY,525,97354,4551,840802
JP,JAPAN,52382,2669028,219386,11759157
KR,"KOREA,REPUBLIC OF",112004,4585174,1226374,55645636
MY,MALAYSIA,0,0,18,4836
RU,RUSSIAN FEDERATION,0,0,16500,2706002
GB,UNITED KINGDOM,0,0,0,385
US,UNITED STATES,23,23899,362,168362
SUM,SUM,168459,7965872,1523961,76999474
