"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'CIF (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'CIF (Baht)')"
AU,AUSTRALIA,6840,537375,52108,3075120
AT,AUSTRIA,0,0,3715,571836
BE,BELGIUM,505900,25528635,1099750,53408236
CA,CANADA,0,0,189,111271
CN,CHINA,1634590,86311533,11577197,567717341
EG,EGYPT,0,0,50,18964
FI,FINLAND,46750,2969682,140250,8404304
FR,FRANCE,0,0,32250,1130923
DE,GERMANY,450,201931,53662,12697873
HK,HONG KONG,24757,1009945,24857,1019945
HU,HUNGARY,0,0,50,20767
IN,INDIA,648740,24162893,2407443,86694436
ID,INDONESIA,20650,2412544,134470,13972548
IL,ISRAEL,0,0,96000,6846036
IT,ITALY,200,114695,14431,1980932
JP,JAPAN,951889,68946486,5284910,349106162
KE,KENYA,0,0,70000,3554662
KR,"KOREA,REPUBLIC OF",2558896,119768670,12418653,599902781
MY,MALAYSIA,30092,2408546,521333,59205952
MX,MEXICO,0,0,317,219571
NL,NETHERLANDS,0,0,308075,29528804
NZ,NEW ZEALAND,0,0,1097,1188518
RU,RUSSIAN FEDERATION,0,0,180,91460
SA,SAUDI ARABIA,3431565,132308141,27632745,1075205526
SG,SINGAPORE,1272146,65357352,7902242,399117802
SK,SLOVAKIA,0,0,9700,566710
ZA,SOUTH AFRICA,0,0,222750,8606903
ES,SPAIN,5500,423116,27500,2450774
CH,SWITZERLAND,0,0,20,6165
TW,"TAIWAN, PROVINCE OF CHINA",105425,5265330,374725,21481496
TH,THAILAND,18650,939442,92150,4827499
TR,TÜRKIYE,0,0,10,22684
UA,UKRAINE,0,0,47050,1961097
AE,UNITED ARAB EMIRATES,202150,7993340,1815825,73432965
GB,UNITED KINGDOM,0,0,300,36885
US,UNITED STATES,85335,7063831,607293,41626615
VN,VIETNAM,252,195914,1060513,45771825
SUM,SUM,11550777,553919401,74033810,3475583388
