"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2012', 'Quantity')","('Mar 2012', 'CIF (Baht)')","('Jan - Mar 2012', 'Quantity')","('Jan - Mar 2012', 'CIF (Baht)')"
AT,AUSTRIA,0,0,2,12350
BE,BELGIUM,49525,3861742,60550,4911750
CA,CANADA,0,0,17000,1634829
CN,CHINA,45800,1847165,109456,5762156
DE,GERMANY,21000,1746991,63028,5335789
IN,INDIA,3,4134,3,4134
ID,INDONESIA,9364,945088,16564,1280497
IT,ITALY,1200,242652,14575,1973530
JP,JAPAN,68321,5753636,446111,34153216
KR,"KOREA,REPUBLIC OF",250600,16026989,1231192,74406497
MY,MALAYSIA,328905,13994483,719146,30497938
SG,SINGAPORE,142800,6835154,187800,9229792
ZA,SOUTH AFRICA,49,11837,49,11837
SE,SWEDEN,0,0,48,20108
CH,SWITZERLAND,0,0,10000,1164400
TW,"TAIWAN, PROVINCE OF CHINA",96400,6426659,272400,18004128
GB,UNITED KINGDOM,0,0,6300,1139968
US,UNITED STATES,200118,21970172,358870,41445191
VN,VIETNAM,86928,2238602,168398,3592971
SUM,SUM,1301013,81905304,3681492,234581081
