"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2018', 'Quantity')","('Sept 2018', 'CIF (Baht)')","('Jan - Sept 2018', 'Quantity')","('Jan - Sept 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,59820,2387706
AT,AUSTRIA,0,0,200,138013
BE,BELGIUM,67980,3188999,1219231,63264389
BR,BRAZIL,53550,5558429,399100,31245606
CA,CANADA,120,96372,49416,10150697
CN,CHINA,4050,400109,753389,32205370
CR,COSTA RICA,0,0,172,41280
DK,DENMARK,0,0,1,459
FI,FINLAND,0,0,24750,1960189
FR,FRANCE,209000,11958936,732000,40931071
DE,GERMANY,266475,18700604,1868858,136099822
HK,HONG KONG,0,0,23,33580
ID,INDONESIA,25,919,69410,3929798
IT,ITALY,24750,1393187,157790,10717769
JP,JAPAN,789601,44260034,11693033,606738352
KR,"KOREA,REPUBLIC OF",813412,40444676,5236937,250170956
KW,KUWAIT,891000,36091750,6756750,275678659
MY,MALAYSIA,2000,378801,3270315,144045455
NL,NETHERLANDS,11000,1117974,71501,4690884
NO,NORWAY,0,0,1580270,83549165
QA,QATAR,1301800,60888990,18960822,851073055
SA,SAUDI ARABIA,1009000,44762914,14276250,622491721
SG,SINGAPORE,722722,34194482,9439092,430898896
SE,SWEDEN,0,0,2750,274810
CH,SWITZERLAND,0,0,16640,774075
TW,"TAIWAN, PROVINCE OF CHINA",25800,922633,2625500,125420834
TH,THAILAND,76505,2907129,140316,5736912
AE,UNITED ARAB EMIRATES,1272000,53393488,10805511,462807600
GB,UNITED KINGDOM,0,0,100,11660
US,UNITED STATES,522145,21357004,7803252,350727251
SUM,SUM,8062935,382017430,98013199,4548196034
