"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'CIF (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'CIF (Baht)')"
AR,ARGENTINA,0,0,700,70202
AU,AUSTRALIA,22500,1251991,1068966,42953636
AT,AUSTRIA,100,31938,36930,2804426
BE,BELGIUM,0,0,3250,155030
CN,CHINA,900478,52714770,11561054,607150091
FR,FRANCE,225,214443,225,214443
DE,GERMANY,43302,3614857,126045,12457702
HK,HONG KONG,500,408132,3617,1127945
IN,INDIA,152650,5303092,1042935,31761692
ID,INDONESIA,20000,2370897,220745,19483005
IT,ITALY,0,0,10246,747128
JP,JAPAN,746017,44803439,5448579,362642912
KR,"KOREA,REPUBLIC OF",774860,41912814,7249770,329241169
LA,LAO PDR,0,0,25,3159
MY,MALAYSIA,17,16073,345733,44356019
MX,MEXICO,0,0,250,13393
NL,NETHERLANDS,99000,8525940,247535,20350395
NZ,NEW ZEALAND,3000,219506,6000,424576
OM,OMAN,792000,31017582,4183100,160775538
PH,PHILIPPINES,25,4916,25,4916
SA,SAUDI ARABIA,2125200,87401770,12251115,505757425
SG,SINGAPORE,632307,35841973,5586094,288997735
ZA,SOUTH AFRICA,0,0,544500,17554047
ES,SPAIN,0,0,25,10532
TW,"TAIWAN, PROVINCE OF CHINA",56863,4036762,1484024,76136532
AE,UNITED ARAB EMIRATES,407000,16578652,6164514,248100412
GB,UNITED KINGDOM,8400,876805,20076,2939783
US,UNITED STATES,2103,269887,199579,7314529
VN,VIETNAM,548,100550,63851,3502494
SUM,SUM,6787095,337516789,57869508,2787050866
