"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2017', 'Quantity')","('Oct 2017', 'CIF (Baht)')","('Jan - Oct 2017', 'Quantity')","('Jan - Oct 2017', 'CIF (Baht)')"
AG,ANTIGUA AND BARBUDA,24750,1158550,24750,1158550
AU,AUSTRALIA,0,0,10030,1218415
AT,AUSTRIA,0,0,337500,18892769
BE,BELGIUM,0,0,178400,9054527
CA,CANADA,0,0,4000,724051
CN,CHINA,70100,5594786,613162,67661987
FI,FINLAND,5500,237752,5500,237752
FR,FRANCE,100,18490,862920,42452069
DE,GERMANY,3220,441694,97743,12743713
HK,HONG KONG,0,0,2000,235815
IN,INDIA,10,1825,5763,616370
ID,INDONESIA,7250,705473,188671,20147838
IT,ITALY,1375,98301,1726,160593
JP,JAPAN,649968,48000021,8266465,567532844
KR,"KOREA,REPUBLIC OF",747025,34820913,3859462,188572480
MY,MALAYSIA,0,0,203800,9469604
MX,MEXICO,0,0,810,504339
NL,NETHERLANDS,133375,8627672,1036750,68398259
NG,NIGERIA,0,0,50,21810
PH,PHILIPPINES,0,0,27,10003
SA,SAUDI ARABIA,99000,4170581,1386000,55272465
SG,SINGAPORE,5371005,238765570,51292103,2339678479
ZA,SOUTH AFRICA,0,0,74250,2752999
ES,SPAIN,0,0,159550,14566700
SE,SWEDEN,0,0,90,112291
CH,SWITZERLAND,0,0,1250,236622
TW,"TAIWAN, PROVINCE OF CHINA",164623,7811493,1661870,79865214
TH,THAILAND,1000,74546,7369,396262
AE,UNITED ARAB EMIRATES,316250,13260505,4299800,176956977
GB,UNITED KINGDOM,0,0,2065,809152
US,UNITED STATES,46022,4900734,491369,42469703
VN,VIETNAM,0,0,36,7756
SUM,SUM,7640573,368688906,75075281,3722938408
