"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'CIF (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,11000,677596
AT,AUSTRIA,0,0,25200,2954095
BE,BELGIUM,82250,7942036,365571,34783726
CA,CANADA,6000,1558212,24225,6638643
CN,CHINA,652996,31344322,6289726,267354610
DK,DENMARK,0,0,0,2609
EG,EGYPT,115,9202,115,9202
FR,FRANCE,250,65416,12550,1548718
DE,GERMANY,10990,1183234,166478,15266681
HK,HONG KONG,0,0,150,34350
IN,INDIA,2500,502644,37525,4054310
ID,INDONESIA,300,108249,555,213276
IT,ITALY,3530,718997,10160,3612666
JP,JAPAN,437975,50829396,2809467,327949088
KR,"KOREA,REPUBLIC OF",490500,29652831,2563685,146313687
KW,KUWAIT,0,0,200,109520
LU,LUXEMBOURG,26,47374,38,54423
MY,MALAYSIA,171129,8155975,891639,44176441
NL,NETHERLANDS,875,191358,19911,2815067
QA,QATAR,51000,1994294,433500,16610159
SA,SAUDI ARABIA,112000,4648459,569000,23414882
SG,SINGAPORE,2004755,90100829,18393951,840759855
ES,SPAIN,35200,2566220,134400,11126835
SE,SWEDEN,0,0,5,1597
CH,SWITZERLAND,25,45998,25,45998
TW,"TAIWAN, PROVINCE OF CHINA",13882,975544,154747,14352924
TH,THAILAND,7013,620336,43188,2686887
AE,UNITED ARAB EMIRATES,123700,5557174,1990210,81245130
GB,UNITED KINGDOM,6256,1159188,76332,6667343
US,UNITED STATES,430248,44864044,2127247,287513388
VN,VIETNAM,46483,2412388,74322,3828658
SUM,SUM,4689998,287253720,37225122,2146822364
