"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'CIF (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,8740,852448
AT,AUSTRIA,275,146632,57245,4056795
BE,BELGIUM,23390,1323418,165476,12682119
CA,CANADA,200750,10518516,529810,28939191
CN,CHINA,278044,13764513,2278475,106985283
DK,DENMARK,0,0,1,11308
FI,FINLAND,0,0,49500,3315974
FR,FRANCE,3700,664200,14700,1733192
DE,GERMANY,187165,14972653,625692,50396263
GR,GREECE,0,0,1375,140165
HK,HONG KONG,0,6051,79090,1219782
IN,INDIA,0,0,28511,2239525
ID,INDONESIA,1,949,26,7330
IT,ITALY,1005,440415,1505,705191
JP,JAPAN,283138,36660026,2288119,259359246
KR,"KOREA,REPUBLIC OF",208490,14352238,1002221,74353649
LU,LUXEMBOURG,75,15934,75,15934
MY,MALAYSIA,30950,2615604,321089,25771736
NL,NETHERLANDS,0,0,26675,2018864
PH,PHILIPPINES,1500,90648,1500,90648
QA,QATAR,306000,15530992,1402500,71079691
SA,SAUDI ARABIA,145350,7628562,4033800,206099339
SG,SINGAPORE,1672200,98129955,9797967,577013476
LK,SRI LANKA,0,0,1,146
SE,SWEDEN,0,0,20000,972987
CH,SWITZERLAND,0,0,0,3776
TW,"TAIWAN, PROVINCE OF CHINA",122024,7309705,740479,46008830
TH,THAILAND,50,11958,9250,1255220
AE,UNITED ARAB EMIRATES,364150,19756334,1555329,83571816
GB,UNITED KINGDOM,0,0,4900,830793
US,UNITED STATES,976341,82379311,6617660,522715602
VN,VIETNAM,10150,818328,74875,6357864
SUM,SUM,4814748,327136942,31736586,2090804183
