"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2016', 'Quantity')","('Jul 2016', 'CIF (Baht)')","('Jan - Jul 2016', 'Quantity')","('Jan - Jul 2016', 'CIF (Baht)')"
AU,AUSTRALIA,150,51590,26550,2182711
AT,AUSTRIA,0,0,240,150731
BE,BELGIUM,54500,2776510,311000,14993627
BR,BRAZIL,0,0,6149,1042355
CA,CANADA,200000,8849000,500000,21678528
CN,CHINA,58300,8061706,308053,46837684
FR,FRANCE,49600,2437954,409600,20441597
DE,GERMANY,100,103576,63391,12926119
HK,HONG KONG,1500,223526,8125,1034740
IN,INDIA,6,1277,7714,572770
ID,INDONESIA,0,0,123750,14061174
IT,ITALY,0,0,30402,2242753
JP,JAPAN,1069479,72258077,8428590,530545859
KR,"KOREA,REPUBLIC OF",255975,12452959,2282175,104838951
MY,MALAYSIA,48000,2235442,279450,11538291
NL,NETHERLANDS,196625,10880988,632487,36498857
SA,SAUDI ARABIA,254750,10027500,1690250,63275787
SG,SINGAPORE,5719300,254295135,34320329,1512887073
ZA,SOUTH AFRICA,198000,7614884,495000,16934244
ES,SPAIN,0,0,27660,2844659
TW,"TAIWAN, PROVINCE OF CHINA",144000,6075652,808085,35642413
TH,THAILAND,0,0,15000,333300
TR,TÜRKIYE,0,0,2518,167391
AE,UNITED ARAB EMIRATES,407250,16109243,2671425,98952991
GB,UNITED KINGDOM,0,0,1000,400158
US,UNITED STATES,30655,3452714,246157,24699758
SUM,SUM,8688190,417907733,53695100,2577724521
