"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2018', 'Quantity')","('Nov 2018', 'CIF (Baht)')","('Jan - Nov 2018', 'Quantity')","('Jan - Nov 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1106,233947
AT,AUSTRIA,2600,331925,918850,57505543
BE,BELGIUM,451455,29292653,1738482,110901718
BR,BRAZIL,0,0,11445,2025755
CA,CANADA,0,0,4000,595338
CN,CHINA,173655,14437801,835296,72804880
FR,FRANCE,199150,11568108,1489725,83537547
DE,GERMANY,59320,4589583,621257,48638908
HK,HONG KONG,0,0,0,5010
IN,INDIA,29,63679,524,138829
ID,INDONESIA,5185,446540,64452,6262994
IL,ISRAEL,106,79606,106,79606
IT,ITALY,0,0,47350,4592651
JP,JAPAN,793814,65070317,8854346,641114794
KR,"KOREA,REPUBLIC OF",849050,43142975,9309126,464678547
MY,MALAYSIA,82475,3657327,414448,18478382
NL,NETHERLANDS,0,0,1049237,76480275
NO,NORWAY,0,0,5,1720
SA,SAUDI ARABIA,148500,6504522,4083760,179331060
SG,SINGAPORE,4009500,202786599,46319982,2205293389
ES,SPAIN,10450,874853,20928,1753817
SE,SWEDEN,18,39938,126,215348
TW,"TAIWAN, PROVINCE OF CHINA",98100,4476209,2020400,95822362
TH,THAILAND,0,0,30018,2361555
AE,UNITED ARAB EMIRATES,555500,24527983,3321093,144653060
GB,UNITED KINGDOM,0,0,1200,447409
US,UNITED STATES,42683,4313332,314160,32195109
SUM,SUM,7481590,416203950,81471422,4250149553
