"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2018', 'Quantity')","('Dec 2018', 'CIF (Baht)')","('Jan - Dec 2018', 'Quantity')","('Jan - Dec 2018', 'CIF (Baht)')"
CA,CANADA,0,0,21979,184180
CN,CHINA,0,0,24684,647903
DE,GERMANY,800,1623145,824,1645415
IN,INDIA,0,0,208001,8871034
ID,INDONESIA,0,0,8,3182
IT,ITALY,0,0,3,2624
JP,JAPAN,125417,1454180,386668,12790754
KR,"KOREA,REPUBLIC OF",14000,570518,28000,1168301
MY,MALAYSIA,0,0,1300,491231
NL,NETHERLANDS,0,0,0,5110
NO,NORWAY,0,0,350,20708
QA,QATAR,255000,11589411,255000,11589411
SA,SAUDI ARABIA,49500,1803877,701250,27072131
TW,"TAIWAN, PROVINCE OF CHINA",0,0,36995,2880056
GB,UNITED KINGDOM,0,0,1,12962
US,UNITED STATES,0,0,90013,7125180
SUM,SUM,444717,17041131,1755076,74510182
