"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2018', 'Quantity')","('Sept 2018', 'CIF (Baht)')","('Jan - Sept 2018', 'Quantity')","('Jan - Sept 2018', 'CIF (Baht)')"
BE,BELGIUM,126250,5593596,944550,42351315
BR,BRAZIL,0,0,49500,1827954
CA,CANADA,100000,3840992,175000,6790290
CN,CHINA,199060,12502984,1196241,55828640
FR,FRANCE,0,0,152725,12179818
DE,GERMANY,0,0,1,389
IN,INDIA,172000,6693894,450750,18149152
ID,INDONESIA,32650,3270878,413745,35006784
IL,ISRAEL,0,0,16200,1079388
JP,JAPAN,85000,8481047,708971,64673569
KR,"KOREA,REPUBLIC OF",42000,2225127,534400,24858200
KW,KUWAIT,74250,2704423,915750,34488509
MY,MALAYSIA,10000,379767,867450,38925843
NL,NETHERLANDS,20000,878459,180000,8053615
QA,QATAR,382500,14785128,3264000,124514641
SA,SAUDI ARABIA,2558250,100806432,26940450,1060694153
SG,SINGAPORE,796500,33354146,7103300,299597568
ES,SPAIN,74250,3073209,229057,9610655
TW,"TAIWAN, PROVINCE OF CHINA",0,0,5010,228522
TH,THAILAND,0,0,136000,5413919
AE,UNITED ARAB EMIRATES,791975,31694625,5451050,221395005
US,UNITED STATES,351175,15098677,1401240,67798167
VN,VIETNAM,0,0,5,946
SUM,SUM,5815860,245383384,51135395,2133467042
