"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2022', 'Quantity')","('May 2022', 'CIF (Baht)')","('Jan - May 2022', 'Quantity')","('Jan - May 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,16010,716698
BE,BELGIUM,1759460,115370834,2408800,158487656
BR,BRAZIL,156750,16403114,1631650,152735642
CA,CANADA,9625,652997,28109,2241282
CN,CHINA,699253,34885494,1322794,67156162
CZ,CZECH REPUBLIC,0,0,1,806
FR,FRANCE,196360,14436516,568060,39524460
DE,GERMANY,45972,8501446,100166,41698656
GH,GHANA,0,0,100,91758
IN,INDIA,2500,50883,5050,178485
ID,INDONESIA,60025,3238740,158550,7683829
IT,ITALY,260640,20039997,2251970,152615832
JP,JAPAN,973874,58223329,5091118,315923000
KR,"KOREA,REPUBLIC OF",2290835,110602162,6213735,287848362
KW,KUWAIT,24750,1225768,915750,39137681
MY,MALAYSIA,296250,15076458,2765525,121216505
NL,NETHERLANDS,0,0,2000,369474
NO,NORWAY,0,0,120280,9363063
OM,OMAN,222750,10576391,1336500,57844069
PH,PHILIPPINES,100,6094,100,6094
QA,QATAR,1946360,96164228,6701960,302262217
RU,RUSSIAN FEDERATION,0,0,445500,17575609
SA,SAUDI ARABIA,1332000,63872805,4748380,212097930
SG,SINGAPORE,1124000,59487697,6530225,306400041
ZA,SOUTH AFRICA,250,43352,250,43352
TW,"TAIWAN, PROVINCE OF CHINA",182000,10721881,1101426,59993384
TH,THAILAND,3000,301603,59003,2906279
AE,UNITED ARAB EMIRATES,321750,19706669,1483625,72466132
GB,UNITED KINGDOM,30,21658,31,22473
US,UNITED STATES,546359,34406685,6078419,353148266
VN,VIETNAM,0,0,200,8812
SUM,SUM,12454893,694016801,52085287,2781764009
