"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2012', 'Quantity')","('Aug 2012', 'CIF (Baht)')","('Jan - Aug 2012', 'Quantity')","('Jan - Aug 2012', 'CIF (Baht)')"
BE,BELGIUM,0,0,84000,8910651
CN,CHINA,0,0,35360,4899722
FI,FINLAND,0,0,24750,1757503
DE,GERMANY,0,0,63000,5248296
JP,JAPAN,0,0,796620,57470522
KR,"KOREA,REPUBLIC OF",23600,1308385,301800,22269272
QA,QATAR,0,0,49500,2056624
SG,SINGAPORE,300000,13198784,525000,22831529
AE,UNITED ARAB EMIRATES,81200,3877404,810500,39363219
US,UNITED STATES,0,0,752528,50048743
SUM,SUM,404800,18384573,3443058,214856081
