"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2013', 'Quantity')","('Mar 2013', 'CIF (Baht)')","('Jan - Mar 2013', 'Quantity')","('Jan - Mar 2013', 'CIF (Baht)')"
AT,AUSTRIA,6000,578158,6375,740711
BE,BELGIUM,52200,4776901,147797,12241678
CA,CANADA,1507,489191,6007,1580778
CN,CHINA,358274,16362852,885450,40877204
FR,FRANCE,3000,578199,3100,581938
DE,GERMANY,112700,8976959,197750,18512012
HK,HONG KONG,0,0,426,49987
IT,ITALY,0,0,1200,897953
JP,JAPAN,377751,36481797,913213,98288767
KR,"KOREA,REPUBLIC OF",481215,35101119,2094741,144021776
MY,MALAYSIA,55890,4229470,135683,9946063
NL,NETHERLANDS,0,0,1200,91896
NO,NORWAY,1,1398,1,1398
PH,PHILIPPINES,8925,2204986,8925,2204986
QA,QATAR,25500,1109475,204000,8632701
SA,SAUDI ARABIA,194850,9089369,2419250,104960240
SG,SINGAPORE,2668224,145116377,6304019,333654187
ES,SPAIN,0,0,22000,2106191
TW,"TAIWAN, PROVINCE OF CHINA",242650,13398326,454778,25732015
TH,THAILAND,0,0,8850,514556
AE,UNITED ARAB EMIRATES,98800,4732988,1015650,44960650
GB,UNITED KINGDOM,1375,248622,1375,248622
US,UNITED STATES,917822,90596030,3121150,285109781
VN,VIETNAM,10000,834520,19100,1638530
VG,VIRGIN ISLANDS (BRITISH),0,0,137,141409
SUM,SUM,5616684,374906737,17972177,1137736029
