"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2017', 'Quantity')","('Feb 2017', 'CIF (Baht)')","('Jan - Feb 2017', 'Quantity')","('Jan - Feb 2017', 'CIF (Baht)')"
AT,AUSTRIA,67500,3712178,135000,7609379
BE,BELGIUM,74350,3682938,74350,3682938
CN,CHINA,47000,5951965,62000,8765166
FR,FRANCE,0,0,11025,512207
DE,GERMANY,0,0,1050,125254
IN,INDIA,0,0,3506,299423
ID,INDONESIA,31253,3452395,54371,6040006
IT,ITALY,0,0,300,29715
JP,JAPAN,978838,66956440,2012415,133523299
KR,"KOREA,REPUBLIC OF",104740,5239667,341150,16658955
MY,MALAYSIA,0,0,8050,366442
NL,NETHERLANDS,49500,3499426,134750,9576036
SA,SAUDI ARABIA,173250,7015450,173250,7015450
SG,SINGAPORE,5203075,243770472,10280663,476778525
ZA,SOUTH AFRICA,74250,2752999,74250,2752999
ES,SPAIN,24750,2270555,49500,4579779
TW,"TAIWAN, PROVINCE OF CHINA",4000,313778,215000,10584905
TH,THAILAND,0,0,6200,278698
AE,UNITED ARAB EMIRATES,754500,30764087,1101000,44861092
GB,UNITED KINGDOM,50,17046,1050,420117
US,UNITED STATES,146612,6504653,200755,11712026
SUM,SUM,7733668,385904049,14939635,746172411
