"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'CIF (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'CIF (Baht)')"
BE,BELGIUM,0,0,19000,2138734
CN,CHINA,10000,950000,25225,1701374
HK,HONG KONG,0,0,0,27700
JP,JAPAN,23196,3425097,354058,49826021
KR,"KOREA,REPUBLIC OF",0,0,372105,16699405
MY,MALAYSIA,2000,185879,16000,1498771
NL,NETHERLANDS,0,0,10,4598
QA,QATAR,16500,854916,82500,4349859
SA,SAUDI ARABIA,0,0,300,33628
SG,SINGAPORE,0,0,17494,1238571
ES,SPAIN,0,0,83,49136
TW,"TAIWAN, PROVINCE OF CHINA",0,0,105700,7494335
US,UNITED STATES,0,0,8,6842
SUM,SUM,51696,5415892,992483,85068974
