"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2017', 'Quantity')","('Mar 2017', 'CIF (Baht)')","('Jan - Mar 2017', 'Quantity')","('Jan - Mar 2017', 'CIF (Baht)')"
AT,AUSTRIA,0,0,24750,1379852
BR,BRAZIL,1361250,74781732,3515100,184069286
CN,CHINA,41879,2598729,59032,4487951
FI,FINLAND,49500,2704701,99000,5500131
DE,GERMANY,159965,11087958,734830,51571940
IN,INDIA,1,2659,1,2659
ID,INDONESIA,3020,233494,108520,7242689
IL,ISRAEL,31000,2638206,41200,3479100
JP,JAPAN,303124,21977533,788483,60698740
KR,"KOREA,REPUBLIC OF",273000,15692031,832000,48244425
KW,KUWAIT,544500,22937699,1188000,50036842
MY,MALAYSIA,3289090,154036572,6709338,313322329
MX,MEXICO,99000,4598041,99000,4598041
NL,NETHERLANDS,356545,20648054,825275,48134591
NO,NORWAY,52250,3034899,52250,3034899
QA,QATAR,892500,39966221,2422026,107442065
SA,SAUDI ARABIA,3362850,153735525,7900650,356013043
SG,SINGAPORE,2616833,132468020,7450763,378114878
ZA,SOUTH AFRICA,49500,2020351,99000,4057657
CH,SWITZERLAND,100,31983,100,31983
TW,"TAIWAN, PROVINCE OF CHINA",50,41846,4385,624687
TH,THAILAND,5200,325676,5200,325676
AE,UNITED ARAB EMIRATES,142570,4474449,529790,17611933
GB,UNITED KINGDOM,0,0,11004,1900001
US,UNITED STATES,235617,18182942,412000,33798899
VN,VIETNAM,18000,1152676,66000,4617622
SUM,SUM,13887344,689371997,33977697,1690341919
