"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2019', 'Quantity')","('Mar 2019', 'CIF (Baht)')","('Jan - Mar 2019', 'Quantity')","('Jan - Mar 2019', 'CIF (Baht)')"
BD,BANGLADESH,0,0,1,67
CN,CHINA,44751,1658498,71264,3229842
DE,GERMANY,1,410,1,410
IE,IRELAND,0,0,2,1374
JP,JAPAN,8371,1014458,36393,4522478
KR,"KOREA,REPUBLIC OF",96000,4154666,96004,4156370
MY,MALAYSIA,10,1378,10,1378
SG,SINGAPORE,15000,836743,96000,4936511
TW,"TAIWAN, PROVINCE OF CHINA",100,10114,100,10114
US,UNITED STATES,26,11219,101,43516
SUM,SUM,164259,7687486,299876,16902060
