"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2015', 'Quantity')","('Nov 2015', 'CIF (Baht)')","('Jan - Nov 2015', 'Quantity')","('Jan - Nov 2015', 'CIF (Baht)')"
BR,BRAZIL,0,0,2294,1798878
CN,CHINA,0,0,29550,2689045
FR,FRANCE,20590,1382568,255258,14330778
DE,GERMANY,1225,205649,5785,928739
IN,INDIA,0,0,28800,1554471
JP,JAPAN,43952,3116331,439373,32341158
KR,"KOREA,REPUBLIC OF",172800,9477734,1386170,82961378
MY,MALAYSIA,0,0,250,12054
RU,RUSSIAN FEDERATION,6750,1594552,24750,5598519
SG,SINGAPORE,0,0,442,360127
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1025,103231
TH,THAILAND,0,0,4975,567198
US,UNITED STATES,0,0,4025,1064132
SUM,SUM,245317,15776834,2182697,144309708
