"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2021', 'Quantity')","('Jul 2021', 'CIF (Baht)')","('Jan - Jul 2021', 'Quantity')","('Jan - Jul 2021', 'CIF (Baht)')"
AR,ARGENTINA,0,0,700,70202
AU,AUSTRALIA,517776,22186429,1046466,41701645
AT,AUSTRIA,200,62605,36830,2772488
BE,BELGIUM,0,0,3250,155030
CN,CHINA,781435,48331412,10660576,554435321
DE,GERMANY,28054,3393056,82743,8842845
HK,HONG KONG,2000,430726,3117,719813
IN,INDIA,21090,1636477,890285,26458600
ID,INDONESIA,23750,1809739,200745,17112108
IT,ITALY,0,0,10246,747128
JP,JAPAN,568511,41665700,4702562,317839473
KR,"KOREA,REPUBLIC OF",644600,33176402,6474910,287328355
LA,LAO PDR,0,0,25,3159
MY,MALAYSIA,100033,14059651,345716,44339946
MX,MEXICO,0,0,250,13393
NL,NETHERLANDS,24750,2048884,148535,11824455
NZ,NEW ZEALAND,0,0,3000,205070
OM,OMAN,1212750,47658145,3391100,129757956
SA,SAUDI ARABIA,1575700,64801368,10125915,418355655
SG,SINGAPORE,907393,44962812,4953787,253155762
ZA,SOUTH AFRICA,0,0,544500,17554047
ES,SPAIN,0,0,25,10532
TW,"TAIWAN, PROVINCE OF CHINA",54875,3540613,1427161,72099770
AE,UNITED ARAB EMIRATES,1160500,46667183,5757514,231521760
GB,UNITED KINGDOM,25,14214,11676,2062978
US,UNITED STATES,2121,447361,197476,7044642
VN,VIETNAM,153,18805,63303,3401944
SUM,SUM,7625716,376911582,51082413,2449534077
