"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'CIF (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1245,173349
AT,AUSTRIA,0,0,24725,1835631
BE,BELGIUM,3001,360115,194895,12505649
BR,BRAZIL,396000,28671236,4410350,286899332
CA,CANADA,0,0,252630,5897098
CN,CHINA,64700,4014421,1067104,59928569
CZ,CZECH REPUBLIC,0,0,2,1536
DK,DENMARK,0,0,100,43805
FI,FINLAND,49500,3670307,569125,37665232
FR,FRANCE,0,0,88321,7648238
DE,GERMANY,347270,21826672,3937092,259280410
HK,HONG KONG,0,0,70,474784
IN,INDIA,0,0,38861,3340713
ID,INDONESIA,700,463208,74498,6923343
IE,IRELAND,0,0,1,4301
IL,ISRAEL,0,0,51707,5051774
IT,ITALY,7265,2498293,65108,16705272
JP,JAPAN,60925,6298071,2233506,181067626
KR,"KOREA,REPUBLIC OF",143854,7948099,2944176,142596526
KW,KUWAIT,346500,14919639,7499250,276039639
LU,LUXEMBOURG,2511,381812,47536,16160079
MY,MALAYSIA,6047202,317666987,54564967,2631321113
NL,NETHERLANDS,311546,23202879,3831633,245466821
NO,NORWAY,183720,10494379,1100895,59028705
OM,OMAN,99000,3988199,198000,7744605
QA,QATAR,1045500,51558496,13868000,610600405
RU,RUSSIAN FEDERATION,0,0,49500,1654805
SA,SAUDI ARABIA,4098650,198738626,37349130,1625107333
SG,SINGAPORE,1646000,90920954,22396072,1127528484
SI,SLOVENIA,0,0,1,973
ES,SPAIN,0,27700,273985,18437589
CH,SWITZERLAND,0,0,1251,542659
TW,"TAIWAN, PROVINCE OF CHINA",17000,2684474,87938,9977088
TH,THAILAND,0,0,1445,17211
TT,TRINIDAD AND TOBAGO,0,0,23800,114775
AE,UNITED ARAB EMIRATES,594000,28514212,4900200,207147412
GB,UNITED KINGDOM,0,0,46507,4406535
US,UNITED STATES,126500,12470855,2552305,158755699
VN,VIETNAM,40005,2073443,795910,43484041
SUM,SUM,15631349,833393077,165541841,8071579159
