"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2017', 'Quantity')","('Aug 2017', 'CIF (Baht)')","('Jan - Aug 2017', 'Quantity')","('Jan - Aug 2017', 'CIF (Baht)')"
CN,CHINA,500,37555,551,55366
FR,FRANCE,1363,330899,4399,1040828
DE,GERMANY,0,0,4,2232
HK,HONG KONG,0,0,75,16750
IT,ITALY,3750,271682,19900,1430339
JP,JAPAN,21016,4008964,179902,28939386
KR,"KOREA,REPUBLIC OF",199000,10238094,369850,21865653
MY,MALAYSIA,2000,192926,37485,1818818
QA,QATAR,17000,713902,118500,5333994
ES,SPAIN,50,20351,50,20351
CH,SWITZERLAND,0,0,0,4375
TW,"TAIWAN, PROVINCE OF CHINA",0,0,14,10329
GB,UNITED KINGDOM,0,0,225,30017
SUM,SUM,244679,15814373,730955,60568438
