"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2013', 'Quantity')","('Jun 2013', 'CIF (Baht)')","('Jan - Jun 2013', 'Quantity')","('Jan - Jun 2013', 'CIF (Baht)')"
AU,AUSTRALIA,154400,7531418,326975,15673190
AT,AUSTRIA,100,162523,680,1034378
BE,BELGIUM,2219,366625,18581,2243235
CA,CANADA,1848,426553,15288,2347047
CN,CHINA,226966,9824371,942962,37460254
FR,FRANCE,28034,3513507,132994,11004808
DE,GERMANY,46250,10618762,284816,47683931
HK,HONG KONG,10000,612464,10000,619264
IN,INDIA,0,0,5999,306058
ID,INDONESIA,22500,2106714,155278,11750025
IE,IRELAND,0,0,100,33009
IL,ISRAEL,0,0,1200,183867
IT,ITALY,1288,167222,14620,1347931
JP,JAPAN,151000,28993373,1229647,230630094
KR,"KOREA,REPUBLIC OF",312250,19626659,1643388,105559998
MY,MALAYSIA,187352,16581756,831005,74454899
NL,NETHERLANDS,105400,10543439,678228,69149589
PG,PAPUA NEW GUINEA,0,0,32,16384
PH,PHILIPPINES,0,0,50,64855
SA,SAUDI ARABIA,371250,16067742,1633500,72184568
SG,SINGAPORE,30144,4719183,493939,49189008
ES,SPAIN,1375,129977,26125,2061640
CH,SWITZERLAND,1000,770999,2000,1464763
TW,"TAIWAN, PROVINCE OF CHINA",68025,3330633,545168,35943684
GB,UNITED KINGDOM,9080,1633262,321572,33068427
US,UNITED STATES,15070,1728399,304204,44211461
VN,VIETNAM,0,0,135,83435
SUM,SUM,1745551,139455581,9618486,849769802
